"design","scenario","effect_size","group_mean_offsets","sd_per_group","shift_scale","n_vector","distribution","panel","skew","excess_kurtosis","n_per_group","groups","resid_skewness","resid_excess_kurtosis","fisher_power","fisher_mc_se","welch_power","welch_mc_se","mean_power","mean_mc_se","rank_power","rank_mc_se","sw_power","sw_mc_se","gate_power","gate_mc_se","sw_route_welch_probability","sw_route_welch_mc_se","sw_route_rank_probability","sw_route_rank_mc_se","route_rank_probability","route_rank_mc_se","route_fisher_probability","route_fisher_mc_se","route_welch_probability","route_welch_mc_se","mean_route_fisher_probability","mean_route_fisher_mc_se","mean_route_welch_probability","mean_route_welch_mc_se","levene_reject_probability","levene_reject_mc_se","skew_label","n_label"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"25, 40, 60, 75","F.P.",4,1,1.6,50,4,0.994723386345621,1.96864498010381,0.825,0.00169926454679664,0.94574,0.00101307307140206,0.93832,0.0010758771082238,0.73372,0.00197673954581781,0.73404,0.00197598217805728,0.73404,0.00197598217805728,0.00536,0.000326535462086433,0.99464,0.000326535462086433,0.99464,0.000326535462086433,1e-04,4.47191234261138e-05,0.00526,0.000323491341460633,0.0364,0.000837556445859024,0.9636,0.000837556445859024,0.9636,0.000837556445859024,"F.P.
skew = 1
excess kurtosis = 1.6","n = 50"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"25, 40, 60, 75","F.P.",5,2,6.6,50,4,1.91605926505409,6.05314882770298,0.84248,0.00162915591396281,0.9453,0.00101693569118209,0.9129,0.00126105979239686,0.82334,0.00170558637658724,0.82334,0.00170558637658724,0.82334,0.00170558637658724,0,0,1,0,1,0,0,0,0,0,0.11614,0.00143283984031712,0.88386,0.00143283984031712,0.88386,0.00143283984031712,"F.P.
skew = 2
excess kurtosis = 6.6","n = 50"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 80, 120, 150","normal",1,0,0,100,4,-9.86123051978707e-05,0.466660234270881,0.9928,0.000378104747391513,0.99948,0.000101953871922548,0.99948,0.000101953871922548,0.9956,0.000295994594545237,0.99836,0.000180959133508092,0.99836,0.000180959133508092,0.66842,0.00210539641682986,0.33158,0.00210539641682986,0.33158,0.00210539641682986,0,0,0.66842,0.00210539641682986,0,0,1,0,1,0,"Normal distribution
skew = 0; excess kurtosis = 0","n = 100"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 80, 120, 150","F.P.",2,0,6,100,4,0.00504076727833416,6.24251743237522,0.99188,0.000401349364020924,0.99918,0.000128009968361846,0.9991,0.000134103691224367,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.00702,0.000373382367018048,0.99298,0.000373382367018048,0.99298,0.000373382367018048,"F.P.
skew = 0
excess kurtosis = 6","n = 100"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 80, 120, 150","F.P.",3,0.5,1,100,4,0.513458932354731,1.53362820297796,0.9942,0.000339598586569498,0.99952,9.79560717873105e-05,0.99952,9.79560717873105e-05,0.99346,0.000360478248997079,0.99358,0.000357177367704058,0.99358,0.000357177367704058,0.03422,0.000813006661719324,0.96578,0.000813006661719325,0.96578,0.000813006661719325,0,0,0.03422,0.000813006661719324,8e-05,3.99983999679987e-05,0.99992,3.9998399967991e-05,0.99992,3.9998399967991e-05,"F.P.
skew = 0.5
excess kurtosis = 1","n = 100"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 80, 120, 150","F.P.",4,1,1.6,100,4,1.02885090240539,2.15023444500257,0.99586,0.000287153631354369,0.99946,0.00010389498544203,0.99942,0.000107672057656574,0.97662,0.000675771789881761,0.97662,0.000675771789881761,0.97662,0.000675771789881761,0,0,1,0,1,0,0,0,0,0,1e-04,4.47191234261138e-05,0.9999,4.47191234261113e-05,0.9999,4.47191234261113e-05,"F.P.
skew = 1
excess kurtosis = 1.6","n = 100"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 80, 120, 150","F.P.",5,2,6.6,100,4,2.01433999538672,6.93486732505152,0.99654,0.000262603442475533,0.99922,0.000124851239481232,0.99856,0.000169583395413584,0.99138,0.000413417358126143,0.99138,0.000413417358126143,0.99138,0.000413417358126143,0,0,1,0,1,0,0,0,0,0,0.00532,0.0003253213057886,0.99468,0.0003253213057886,0.99468,0.0003253213057886,"F.P.
skew = 2
excess kurtosis = 6.6","n = 100"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 160, 240, 300","normal",1,0,0,200,4,0.000416810924348798,0.481613244275053,1,0,1,0,1,0,1,0,1,0,1,0,0.40174,0.00219246424098547,0.59826,0.00219246424098547,0.59826,0.00219246424098547,0,0,0.40174,0.00219246424098547,0,0,1,0,1,0,"Normal distribution
skew = 0; excess kurtosis = 0","n = 200"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 160, 240, 300","F.P.",2,0,6,200,4,0.00146136421733467,6.82844312523954,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 0
excess kurtosis = 6","n = 200"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 160, 240, 300","F.P.",3,0.5,1,200,4,0.523094840902701,1.59279267508105,1,0,1,0,1,0,1,0,1,0,1,0,2e-04,6.32392283317879e-05,0.9998,6.32392283317844e-05,0.9998,6.32392283317844e-05,0,0,2e-04,6.32392283317879e-05,0,0,1,0,1,0,"F.P.
skew = 0.5
excess kurtosis = 1","n = 200"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 160, 240, 300","F.P.",4,1,1.6,200,4,1.04733386498754,2.24893735471309,1,0,1,0,1,0,0.99996,2.82837055563941e-05,0.99996,2.82837055563941e-05,0.99996,2.82837055563941e-05,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 1
excess kurtosis = 1.6","n = 200"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 160, 240, 300","F.P.",5,2,6.6,200,4,2.07201140347312,7.51644962881851,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 2
excess kurtosis = 6.6","n = 200"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"5, 8, 12, 15","normal",1,0,0,10,4,-0.00361319384775207,0.619061655342339,0.35708,0.00214277331325551,0.2182,0.00184709913107012,0.28208,0.0020125152103773,0.27064,0.00198692722765581,0.23292,0.00189033475130729,0.2912,0.00203176061582067,0.8567,0.00156694039452686,0.1433,0.00156694039452686,0.1433,0.00156694039452686,0.3931,0.00218436439267811,0.4636,0.00223013470445173,0.4394,0.00221958392497333,0.5606,0.00221958392497333,0.5606,0.00221958392497333,"Normal distribution
skew = 0; excess kurtosis = 0","n = 10"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"5, 8, 12, 15","F.P.",2,0,6,10,4,0.0016412183117723,2.53229604590124,0.3854,0.00217654239563579,0.28272,0.00201389871443427,0.3268,0.00209762608679431,0.40296,0.00219355072154714,0.36802,0.00215676275746778,0.40044,0.00219129097291984,0.4483,0.0022240823276129,0.5517,0.0022240823276129,0.5517,0.0022240823276129,0.27362,0.00199375071460802,0.17468,0.0016980394435937,0.53464,0.00223069527457248,0.46536,0.00223069527457248,0.46536,0.00223069527457248,"F.P.
skew = 0
excess kurtosis = 6","n = 10"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"5, 8, 12, 15","F.P.",3,0.5,1,10,4,0.336615258849784,1.05496263088532,0.37668,0.00216698951358792,0.27212,0.00199033015150753,0.32858,0.00210054842172229,0.3388,0.00211666983726797,0.30324,0.00205565319254003,0.3517,0.00213544894577229,0.72522,0.00199637647551758,0.27478,0.00199637647551758,0.27478,0.00199637647551758,0.35424,0.00213894376924687,0.37098,0.00216034182295303,0.46004,0.00222891542414691,0.53996,0.00222891542414691,0.53996,0.00222891542414691,"F.P.
skew = 0.5
excess kurtosis = 1","n = 10"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"5, 8, 12, 15","F.P.",4,1,1.6,10,4,0.700249685518426,1.25704754874242,0.39828,0.00218930601606993,0.33074,0.00210404872757263,0.37782,0.00216828064419715,0.4085,0.00219830730335865,0.38832,0.00217957600280422,0.42096,0.00220795234731187,0.56508,0.00221704575324913,0.43492,0.00221704575324913,0.43492,0.00221704575324913,0.24712,0.00192899821461815,0.31796,0.00208260144242723,0.44104,0.00222046715084912,0.55896,0.00222046715084912,0.55896,0.00222046715084912,"F.P.
skew = 1
excess kurtosis = 1.6","n = 10"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"5, 8, 12, 15","F.P.",5,2,6.6,10,4,1.27925785049866,2.76690651587617,0.44388,0.00222193854820515,0.45668,0.00222765965802678,0.47426,0.00223310300881979,0.5951,0.0021952493708005,0.59046,0.00219916797175659,0.59678,0.00219378044297965,0.16596,0.00166383459754869,0.83404,0.00166383459754869,0.83404,0.00166383459754869,0.05746,0.00104075307734352,0.1085,0.00139088281318018,0.43478,0.00221696347105675,0.56522,0.00221696347105675,0.56522,0.00221696347105675,"F.P.
skew = 2
excess kurtosis = 6.6","n = 10"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"10, 16, 24, 30","normal",1,0,0,20,4,-0.00182667142261927,0.856948741168291,0.58056,0.0022068533544393,0.45726,0.00222788371509825,0.47284,0.0022327665995352,0.50076,0.00223606539439257,0.48612,0.00223520623478014,0.49818,0.00223605316394758,0.75828,0.00191463543057157,0.24172,0.00191463543057157,0.24172,0.00191463543057157,0.12448,0.00147637887820166,0.6338,0.00215451878617941,0.15032,0.00159827342842206,0.84968,0.00159827342842206,0.84968,0.00159827342842206,"Normal distribution
skew = 0; excess kurtosis = 0","n = 20"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"10, 16, 24, 30","F.P.",2,0,6,20,4,-0.000490996043778301,4.26393367225193,0.61162,0.00217963747260869,0.54628,0.00222646878082761,0.56402,0.00221766291216677,0.72296,0.00200144367095354,0.7164,0.00201579284649986,0.72038,0.00200715049560316,0.1412,0.00155732180361029,0.8588,0.00155732180361029,0.8588,0.00155732180361029,0.06128,0.00107261140773348,0.07992,0.00121270601218927,0.34,0.00211849002829846,0.66,0.00211849002829846,0.66,0.00211849002829846,"F.P.
skew = 0
excess kurtosis = 6","n = 20"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"10, 16, 24, 30","F.P.",3,0.5,1,20,4,0.437873756363943,1.61446619668792,0.59096,0.00219875545889032,0.5079,0.00223578885407366,0.52272,0.00223375827519452,0.61628,0.00217475958027548,0.60218,0.00218887755527805,0.61034,0.00218094055123013,0.49314,0.00223585751066565,0.50686,0.00223585751066565,0.50686,0.00223585751066565,0.10666,0.00138046111426581,0.38648,0.00217767403254022,0.19182,0.00176082416839388,0.80818,0.00176082416839388,0.80818,0.00176082416839388,"F.P.
skew = 0.5
excess kurtosis = 1","n = 20"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"10, 16, 24, 30","F.P.",4,1,1.6,20,4,0.888987753420396,1.98045736925798,0.59988,0.00219099970607027,0.54654,0.00222636038592138,0.55684,0.00222157248092427,0.70586,0.00203775199864949,0.69972,0.0020499362019341,0.70152,0.00204640997651986,0.2373,0.00190257041919609,0.7627,0.00190257041919609,0.7627,0.00190257041919609,0.04174,0.000894402285328028,0.19556,0.00177378852403549,0.18582,0.00173948801433065,0.81418,0.00173948801433065,0.81418,0.00173948801433065,"F.P.
skew = 1
excess kurtosis = 1.6","n = 20"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"10, 16, 24, 30","F.P.",5,2,6.6,20,4,1.65832710197045,4.71178483928745,0.61834,0.00217253604987351,0.6294,0.0021598872192779,0.63528,0.00215266960586152,0.89172,0.00138964341901079,0.89168,0.00138986889741443,0.89168,0.00138986889741443,0.00682,0.000368062157794033,0.99318,0.000368062157794035,0.99318,0.000368062157794035,0.00072,0.000119956792221199,0.0061,0.000348218035144649,0.25558,0.00195068635920796,0.74442,0.00195068635920796,0.74442,0.00195068635920796,"F.P.
skew = 2
excess kurtosis = 6.6","n = 20"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"15, 24, 36, 45","normal",1,0,0,30,4,-0.00131319163299118,0.951723840497918,0.75564,0.00192170856479332,0.66938,0.0021038555824961,0.67128,0.00210077681632295,0.68832,0.00207140328087024,0.69316,0.00206247043324262,0.69462,0.00205972355232444,0.65936,0.00211945460154258,0.34064,0.00211945460154258,0.34064,0.00211945460154258,0.02822,0.000740589381506378,0.63114,0.00215778729442918,0.03586,0.000831553490762921,0.96414,0.000831553490762921,0.96414,0.000831553490762921,"Normal distribution
skew = 0; excess kurtosis = 0","n = 30"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"15, 24, 36, 45","F.P.",2,0,6,30,4,0.00336223855172413,5.20239372928985,0.76402,0.00189891252879115,0.72466,0.00199763802727121,0.7299,0.00198567867491193,0.88994,0.0013996199226933,0.88912,0.00140417680937979,0.88946,0.0014022903294254,0.03776,0.000852457417118298,0.96224,0.000852457417118298,0.96224,0.000852457417118298,0.01038,0.00045326053435083,0.02738,0.000729799090161121,0.18806,0.00174753218225016,0.81194,0.00174753218225016,0.81194,0.00174753218225016,"F.P.
skew = 0
excess kurtosis = 6","n = 30"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"15, 24, 36, 45","F.P.",3,0.5,1,30,4,0.474421721335083,1.84634231713637,0.74788,0.00194193463123762,0.69394,0.00206100595050087,0.6957,0.00205767592200521,0.80104,0.00178535665008423,0.797,0.00179883851415295,0.79752,0.00179711908119635,0.32294,0.00209117075534257,0.67706,0.00209117075534257,0.67706,0.00209117075534257,0.0253,0.000702280713105522,0.29764,0.00204475147829755,0.06108,0.00107097370275838,0.93892,0.00107097370275838,0.93892,0.00107097370275838,"F.P.
skew = 0.5
excess kurtosis = 1","n = 30"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"15, 24, 36, 45","F.P.",4,1,1.6,30,4,0.963869023426844,2.31993164233055,0.7489,0.0019393235418568,0.71278,0.00202348546621912,0.71352,0.00202192586214233,0.87558,0.00147607359979101,0.87534,0.00147729404249797,0.87536,0.00147719240723746,0.08448,0.00124372930816959,0.91552,0.00124372930816959,0.91552,0.00124372930816959,0.0047,0.000305872849399877,0.07978,0.00121173554540584,0.0626,0.00108333965126363,0.9374,0.00108333965126363,0.9374,0.00108333965126363,"F.P.
skew = 1
excess kurtosis = 1.6","n = 30"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"15, 24, 36, 45","F.P.",5,2,6.6,30,4,1.81784726930048,5.77660242014201,0.75376,0.00192668556023031,0.76378,0.00189957948820259,0.76482,0.00189668325030828,0.9784,0.000650129833187187,0.97838,0.000650424101644457,0.97838,0.000650424101644457,0.00024,6.92737179599883e-05,0.99976,6.92737179599909e-05,0.99976,6.92737179599909e-05,0,0,0.00024,6.92737179599883e-05,0.13734,0.00153933572946255,0.86266,0.00153933572946255,0.86266,0.00153933572946255,"F.P.
skew = 2
excess kurtosis = 6.6","n = 30"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"25, 40, 60, 75","normal",1,0,0,50,4,-0.000342926064237865,1.01951052477984,0.9295,0.00114481221167491,0.90184,0.00133059846986234,0.90184,0.00133059846986234,0.89586,0.00136597848006475,0.90494,0.00131166761338382,0.90494,0.00131166761338382,0.48838,0.00223546404846958,0.51162,0.00223546404846958,0.51162,0.00223546404846958,0.00072,0.000119956792221199,0.48766,0.00223538687658311,0.00114,0.000150910596049449,0.99886,0.000150910596049451,0.99886,0.000150910596049451,"Normal distribution
skew = 0; excess kurtosis = 0","n = 50"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"25, 40, 60, 75","F.P.",2,0,6,50,4,-0.00428359549968359,6.31514616201514,0.92396,0.00118539376073944,0.91454,0.00125025268166079,0.91474,0.00124892539729161,0.98766,0.000493714986606646,0.98766,0.000493714986606646,0.98766,0.000493714986606646,0.00188,0.000193724835785193,0.99812,0.000193724835785193,0.99812,0.000193724835785193,1e-04,4.47191234261138e-05,0.00178,0.000188511622983836,0.04534,0.000930422317015236,0.95466,0.000930422317015236,0.95466,0.000930422317015236,"F.P.
skew = 0
excess kurtosis = 6","n = 50"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"25, 40, 60, 75","F.P.",3,0.5,1,50,4,0.509054202403595,2.06603847737663,0.92256,0.00119534970949927,0.9032,0.00132234458444083,0.90318,0.00132246654097561,0.95898,0.000886987706791926,0.95936,0.000883044624013985,0.95936,0.000883044624013985,0.12282,0.00146789132840275,0.87718,0.00146789132840275,0.87718,0.00146789132840275,0.00068,0.000116579380681148,0.12214,0.00146438943181109,0.00356,0.000266357894570444,0.99644,0.000266357894570445,0.99644,0.000266357894570445,"F.P.
skew = 0.5
excess kurtosis = 1","n = 50"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"25, 40, 60, 75","F.P.",4,1,1.6,50,4,1.02843311557279,2.65785206771156,0.91326,0.00125869910939827,0.90236,0.00132745192304656,0.90236,0.00132745192304656,0.98362,0.000567656508814969,0.98364,0.000567315615861225,0.98364,0.000567315615861225,0.00768,0.000390410491662302,0.99232,0.000390410491662302,0.99232,0.000390410491662302,2e-05,1.9999799999e-05,0.00766,0.000389905742455789,0.0047,0.000305872849399877,0.9953,0.000305872849399878,0.9953,0.000305872849399878,"F.P.
skew = 1
excess kurtosis = 1.6","n = 50"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"25, 40, 60, 75","F.P.",5,2,6.6,50,4,1.96290943282601,6.91433988412575,0.90424,0.00131597889344776,0.91188,0.00126771341871892,0.91186,0.00126784336887488,0.99924,0.000123241421608158,0.99924,0.000123241421608158,0.99924,0.000123241421608158,0,0,1,0,1,0,0,0,0,0,0.03382,0.000808408406685631,0.96618,0.00080840840668563,0.96618,0.00080840840668563,"F.P.
skew = 2
excess kurtosis = 6.6","n = 50"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"50, 80, 120, 150","normal",1,0,0,100,4,0.00150797873930046,1.06847010643373,0.9982,0.000189565819703871,0.99798,0.000200794402312416,0.99798,0.000200794402312416,0.99656,0.000261846000542303,0.99694,0.000247007546443421,0.99694,0.000247007546443421,0.20088,0.00179179923875416,0.79912,0.00179179923875416,0.79912,0.00179179923875416,0,0,0.20088,0.00179179923875416,0,0,1,0,1,0,"Normal distribution
skew = 0; excess kurtosis = 0","n = 100"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"50, 80, 120, 150","F.P.",2,0,6,100,4,-0.00550560163909817,7.43889216226745,0.99782,0.000208578407319644,0.9976,0.000218825958240788,0.9976,0.000218825958240788,0.99998,1.999979999901e-05,0.99998,1.999979999901e-05,0.99998,1.999979999901e-05,0,0,1,0,1,0,0,0,0,0,0.00038,8.71614134809664e-05,0.99962,8.71614134809718e-05,0.99962,8.71614134809718e-05,"F.P.
skew = 0
excess kurtosis = 6","n = 100"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"50, 80, 120, 150","F.P.",3,0.5,1,100,4,0.535758323759456,2.25935981593375,0.99744,0.000225984353440675,0.9977,0.000214229316387836,0.9977,0.000214229316387836,0.99966,8.24480927614468e-05,0.99966,8.24480927614468e-05,0.99966,8.24480927614468e-05,0.00686,0.000369132507373707,0.99314,0.000369132507373707,0.99314,0.000369132507373707,0,0,0.00686,0.000369132507373707,0,0,1,0,1,0,"F.P.
skew = 0.5
excess kurtosis = 1","n = 100"
"unbalanced n, larger n with smaller SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","2.236068, 2.000000, 1.414214, 1.000000",1.73205080756888,"50, 80, 120, 150","F.P.",4,1,1.6,100,4,1.08000589489521,2.95817386219404,0.9969,0.00024861174549888,0.99684,0.000250998581669302,0.99684,0.000250998581669302,0.99996,2.82837055563941e-05,0.99996,2.82837055563941e-05,0.99996,2.82837055563941e-05,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 1
excess kurtosis = 1.6","n = 100"
